jh_foliage5,128,128
jh_foliage6,128,128
jh_gasstorage,128,128
jh_gasstorage2,128,128
jh_h20disbursement,128,128
jh_km_marker,64,64
jh_maskwin1,128,128
jh_noentry1,128,128
jh_nosmoking_ger,128,128
jh_oran,64,64
jh_remagen2km,128,128
join_game,262,128
join_game_h,262,128
joingame,262,128
joingame_sign,262,128
k98scope,128,256
KAR98,512,256
kback_wheel,64,64
kback_wheel_d,64,64
kback_wheel_norotate,64,64
kettle,256,256
kfrontwheel,64,64
kfrontwheel_d,64,64
kfrontwheel_norotate,64,64
kingtiger,262,128
kinnerwheel,32,32
kinnerwheel_d,32,32
kinnerwheel_norotate,32,32
kmarrine_pants,256,256
kmarrine_shirt,256,256
knitgloves1,128,128
ksmallwheel,32,32
ksmallwheel_d,32,32
ksmallwheel_norotate,32,32
ktank,256,256
ktank_d,512,512
ktankcull,256,256
ktigertank,512,512
ktreadrims,64,64
ktreadrims_d,64,64
ktreads,128,128
ktreads_d,256,256
ktreads_norotate,128,128
ktreadwheel,64,64
ktreadwheel_b,64,64
ktreadwheel_b_d,64,64
ktreadwheel_d,64,64
ktreadwheel_norotate,64,64
ktredz,256,128
ktwheel_in,64,64
ktwheel_in_d,64,64
ktwheel_in_norotate,64,64
l_gloves,128,128
ladders,64,64
lampflame,32,32
landingmap,262,128
langame_a,262,128
langame_b,262,128
lantern,128,128
lantern_snow,128,128
legal,262,128
legion_desc,262,128
legionmerit_med,0,0
legionmerit_sign,262,128
lens,64,64
levers,256,256
librarytabledestroyed,256,256
lifevest,128,128
lightning1,0,0
ll_corner,16,16
load_button_glow,64,32
load_h,256,64
loaddemo_sign,32,32
loadingwidget,256,64
loadsave_a,32,32
loadsave_b,32,32
loadsave_h,0,0
loadsave_sign,0,0
loadsaveback,0,0
lochbloodsmoke,0,0
lochnar,0,0
lochnar_pals,0,0
locker,256,256
lr_corner,16,16
lrock1,256,256
lthr_gloveview,256,256
luxurychair,256,256
luxurychair_d,256,256
luxuryfootrest,256,256
luxuryfootrest_d,256,256
m1b,0,0
m1clip,128,128
m1l1,0,0
m1l1_1,262,128
m1l1_2,262,128
m1l2a,0,0
m1l2a_1,262,128
m1l2a_2,262,128
m1l2b,0,0
m1l2b_1,262,128
m1l2b_2,262,128
m1l3,0,0
m1l3_1,262,128
m1l3_2,262,128
m2b,0,0
m2fraggrenade,256,256
m2l1,0,0
m2l1_1,262,128
m2l1_2,262,128
m2l2,0,0
m2l2_1,262,128
m2l2_2,262,128
m2l3,0,0
m2l3_1,262,128
m2l3_2,262,128
m3,512,512
m3b,0,0
m3l1a,0,0
m3l1a_1,262,128
m3l1a_2,262,128
m3l1b,0,0
m3l2,0,0
m3l2_1,262,128
m3l2_2,262,128
m3l3,0,0
m3l3_1,262,128
m3l3_2,262,128
m3tredz,256,256
m4b,0,0
m4l1_1,262,128
m4l1_2,262,128
m4l1a,0,0
m4l1b,0,0
m4l2,0,0
m4l2_1,262,128
m4l2_2,262,128
m4l3,0,0
m4l3_1,262,128
m4l3_2,262,128
m5a,0,0
m5b,0,0
m5bag,64,64
m5bridge,262,128
m5l1a,0,0
m5l1ab_1,262,128
m5l1ab_2,262,128
m5l2a,0,0
m5l2ab_1,262,128
m5l2ab_2,262,128
m5l3_1,262,128
m5l3_2,262,128
m5l3a,0,0
m6b,0,0
m6l1a,0,0
m6l1ab_1,262,128
m6l1ab_2,262,128
m6l1c,0,0
m6l1c_1,262,128
m6l1c_2,262,128
m6l2a,0,0
m6l2a_1,262,128
m6l2a_2,262,128
m6l2b,0,0
m6l2b_1,262,128
m6l2b_2,262,128
m6l3,0,0
m6l3_1,262,128
m6l3_2,262,128
machinegun,262,128
machinegun_sign,262,128
machinery,256,64
mag1,64,64
main_a,32,32
main_b,32,32
mannon,262,128
manon_gear,256,128
manon_hands,256,256
manon_head,256,256
manon_pants,256,256
manon_shirt,256,256
manorhouse,262,128
mapcarentan,2,2
mapfrance,2,2
maplist_h,32,64
maplist_sign,32,32
maproom_h,262,128
maproom_sign,262,128
mapstlo,2,2
mapstrehaia,2,2
markShadow,32,32
maschinenraum,256,32
maxplayers,262,128
maxwell,256,256
medalcaseback,0,0
medals_h,128,64
medalscase_h,0,0
menu_button_glow,0,0
menu_button_glow_lite,0,0
menu_button_trans,0,0
mercedes,512,512
mercedes_window,256,128
mercedeshub,128,128
mercedestread,64,64
metal_section,128,128
metaldeck_plating,512,256
metaldesk,256,256
mg42,256,256
mg42_sideflash,96,64
mg42_spriteflash,0,0
mg42_starflash,0,0
mg_box,256,256
microphone,128,128
milk,0,0
minen,128,128
minen_alt,128,128
minen_alt2,128,128
minepole,256,256
minepole2,256,256
miscpieces,512,512
miscpieces2,512,512
mission1_sign,262,128
mission2_sign,262,128
mission3_sign,262,128
mission4_sign,262,128
mission5_sign,262,128
mission6_sign,262,128
missionlog,16,16
mittens2,128,128
modelselect_a,262,128
modelselect_b,262,128
mohaa_title,262,128
mohdm1,16,16
mohdm2,16,16
mohdm3,16,16
mohdm4,16,16
mohdm5,16,16
mohdm6,16,16
mohdm7,16,16
mohlogo,256,128
mortar_dirthit,128,128
mortar_dirthit2,64,64
mortar_sandhit,256,256
mortarhit,256,256
moth,16,16
motorpool_helmet,128,128
motorpool_trench,512,256
motto1,512,32
motto2,256,32
motto3,256,64
motto4,256,64
motto5,256,128
motto6,256,64
mouse,0,0
mp40,256,256
mp44,512,512
mp44ammopouch,64,64
mp44clip,256,256
mrock1,256,256
muddy1,16,32
multiarrow,262,128
multiarrow_h,262,128
multijoin_h,262,128
multioptions_h,262,128
multiplayer_a,32,32
multiplayer_b,32,32
multiplayer_sign,32,32
multiplayeroptions_sign,262,128
multistart_h,262,128
mundepot1,256,256
mundepot2,256,256
mushglow,0,0
muzmodel,64,64
muzsprite,64,64
N_trunk,64,64
naxos,262,128
naxos2,0,0
naxosantenna,256,256
naxosantenna_pulsating,2,2
naxosinside,256,256
naxosplans1_pulsating,2,2
naxosplans2_pulsating,2,2
naxosplans3_pulsating,2,2
naxosplans4_pulsating,2,2
naxosradar,512,512
naxosradar_pulsating,2,2
nazi_crate,256,256
nazitroops,0,0
nebelwerfer,512,512
nebelwerfer_d,512,512
nettingshadow,128,128
new_button_glow,64,32
newboom1,16,16
newgame_sign,32,32
no_smoking,128,16
normandy,0,0
normandy_h,0,0
normandycoast,262,128
norwegian_desc,262,128
norwegiancross,262,128
norwegiancross_sign,262,128
ns_keys,128,64
obershutze_hat,128,128
obershutze_pants,256,256
obershutze_tunic,512,256
objdm1,16,16
objdm2,16,16
objdm4,16,16
objdm5,16,16
objectiveback,262,128
objectivebutton,262,128
objteamselect,262,128
oceanspray,32,32
officer2_hat,128,128
officer2_pants,256,256
officer2_tunic,512,256
officer2_tunic_c,512,256
officer_hat,256,256
officer_pants,256,256
officer_tunic,512,256
officer_tunic_c,512,256
officer_uniform,256,128
officer_uniform_pulsating,2,2
old_dog,256,256
old_dog_dirty,256,256
old_sf_ddayocean,256,256
omaha,0,0
omaha_h,0,0
omahalanding,262,128
oneMinusDotTest,0,0
opel,512,512
opel_cull,512,512
opel_cull_d,256,256
opel_cull_grid,512,512
opel_cullgreen,512,512
opel_cullgreen_d,256,256
opel_d,256,256
opel_grid,512,512
opelengine,128,128
opelgreen,512,512
opelgreen_d,256,256
opelhub,128,128
opelhub_d,64,64
opelhub_grid,128,128
opelhub_norotate,128,128
opelhubgreen,64,64
opelhubgreen_norotate,64,64
opellightflare,128,128
opellights,128,128
opeltread,64,64
opeltread_grid,64,64
opeltread_norotate,64,64
opelwindows,256,256
opelwindows_d,128,128
opelwindows_d2,128,128
opelwindows_grid,256,256
options_a,32,32
options_b,32,32
options_sign,32,32
oriented_rain,0,0
osseagle,262,128
outerwheel,128,128
outerwheel_d,64,64
outerwheel_d2,128,128
P38,256,256
p47,512,512
p47fly,128,128
p47flywindow,128,128
p47window,128,128
pack2,128,128
Painting_master1,256,256
Painting_master2,128,128
Painting_master3,128,256
Painting_master4,282,335
Painting_master5,256,256
Painting_master8,512,512
Painting_master9,256,256
palmcross,128,128
palmfill,128,128
palmregtrunk,128,128
panzer_g_tunic,512,256
panzer_iv_backwheel,128,128
panzer_iv_backwheel_d,128,128
panzer_iv_backwheel_eu,128,128
panzer_iv_backwheel_eud,128,128
panzer_iv_backwheel_eun,128,128
panzer_iv_backwheelaxel,64,32
panzer_iv_backwheelaxel_d,64,32
panzer_iv_backwheelaxel_eu,64,32
panzer_iv_backwheelaxel_eud,64,32
panzer_iv_backwheelaxel_eun,64,32
panzer_iv_backwheelband,128,32
panzer_iv_backwheelband_d,128,32
panzer_iv_backwheelband_eu,128,32
panzer_iv_backwheelband_eud,128,32
panzer_iv_backwheelband_eun,128,32
panzer_iv_boxes,128,128
panzer_iv_boxes_d,128,128
panzer_iv_boxes_eu,256,256
panzer_iv_boxes_eud,128,128
panzer_iv_frontwheel,128,128
panzer_iv_frontwheel_d,128,128
panzer_iv_frontwheel_eu,128,128
panzer_iv_frontwheel_eud,128,128
panzer_iv_frontwheel_eun,128,128
panzer_iv_frontwheelband,128,32
panzer_iv_frontwheelband_d,128,32
panzer_iv_frontwheelband_eu,128,32
panzer_iv_frontwheelband_eud,128,32
panzer_iv_frontwheelband_eun,128,32
panzer_iv_smallwheel,64,64
panzer_iv_smallwheel_d,64,64
panzer_iv_smallwheel_eu,64,64
panzer_iv_smallwheel_eud,64,64
panzer_iv_smallwheel_eun,64,64
panzer_iv_smallwheelband,64,16
panzer_iv_smallwheelband_d,64,16
panzer_iv_smallwheelband_eu,64,16
panzer_iv_smallwheelband_eud,128,32
panzer_iv_smallwheelband_eun,64,16
panzer_iv_t_eud2,512,512
panzer_iv_tread,256,128
panzer_iv_tread_d,256,128
panzer_iv_tread_eu,256,128
panzer_iv_tread_eud,256,128
panzer_iv_tread_eun,256,128
panzer_iv_turret,256,256
panzer_iv_turret_d,256,256
panzer_iv_turret_eu,256,256
panzer_iv_turret_eud,256,256
panzer_iv_undercarriage,512,512
panzer_iv_undercarriage_d,512,512
panzer_iv_undercarriage_eu,512,512
panzer_iv_undercarriage_eud,512,512
panzer_iv_verysmallwheel,32,32
panzer_iv_verysmallwheel_d,32,32
panzer_iv_verysmallwheel_eu,32,32
panzer_iv_verysmallwheel_eud,32,32
panzer_iv_verysmallwheel_eun,32,32
panzer_pants,512,512
panzergpants,256,256
panzerponcho,256,256
panzerschreck,512,512
panzershell,128,128
paper,16,16
paperclip,0,0
paul,256,256
paul_dirty,256,256
pee,0,0
pencil,8,32
periscopes,512,128
personalrecords_sign,0,0
phone1,128,128
phone2,128,128
phonograph,256,256
picklock,128,128
picture1,128,128
picture2,128,128
picture5,128,128
pictureset_3a,128,128
pictureset_3b,128,128
pill,262,128
pilot_hat,128,128
pilot_pants,256,256
pilot_top,256,256
pine_branches,0,0
pine_branches_snow,0,0
pine_cross,0,0
pine_cross_snow,0,0
pine_radial,0,0
pine_radial_snow,0,0
pinup1,64,64
pistol_box,128,128
pitted,16,32
pj_roots1,128,128
plane_bomb_expl,16,16
planningtable,256,256
plug,256,64
Pole_shadow,16,128
portphoto,262,128
poster4,128,128
powtrain,0,0
primaryweapon,262,128
projectionShadow,0,0
projektnaxos_pulsating,2,2
prop,64,128
pshutze_hat,128,128
pshutze_pants,256,256
pshutze_tunic,512,256
pshutze_tunic_c,512,256
puff,0,0
pulsating_hedgebomb,2,2
pulsating_radiobomb,2,2
pulsating_radiobomb_pickup,2,2
pulsating_stg44plans,2,2
pulsating_switch1,2,2
pulsating_tigerfibel,2,2
pulsating_tnt,2,2
pulsating_tnt_pickup,2,2
pulsating_trainswitch,2,2
purpleheart_med,0,0
qtextures/hud/crosshair,16,16
quarter_number,128,32
radar,512,512
radarcull,512,512
radio_civilian,128,128
radio_military,256,256
radio_military_pulsating,2,2
radiobackpack,256,256
radiobomb,256,256
radioshack,0,0
rain,0,0
rainer,256,256
ramp,256,256
rangefinder1,128,64
rangefinder2,256,32
ranger_helmet,128,128
ranger_pants,256,256
ranger_top,512,256
rangers,262,128
rebarblock,128,128
rebarblockcull,128,128
reciever,32,64
records_h,128,64
redbeam,0,0
redbeam2,0,0
reddevil,128,128
redhose,16,16
redvalve_pulse,2,2
redyellow,0,0
refresh,32,32
refresh_h,32,32
regpalmshadow,128,256
regpalmsprite,128,128
relief_valve,128,16
resistance_warning,256,256
revue_poster2,128,128
rifle,262,128
rifle_box,128,128
rifle_sign,262,128
riflebelt,64,64
ripple,64,64
rocketlauncher,262,128
rocketlauncher_sign,262,128
roml,256,256
roml_dirty,256,256
rommel,262,128
roundback,262,128
roundbutton,262,128
roundedchair,128,256
roundedchair_d,128,256
roundedchairback,128,256
roundedchairback_d,128,256
